1	1	1	1
5.2	0	0	1
5.202	0	0	1
5.204	0	0	1
5.206	0	0	1
5.208	0	0	1
5.21	0	0	1
5.212	0	0	1
5.214	0	0	1
5.216	0	0	1
5.218	0	0	1
5.22	0	0	1
5.222	0	0	1
5.224	0	0	1
5.226	0	0	1
5.228	0	0	1
5.23	0	0	1
5.232	0	0	1
5.234	0	0	1
5.236	0	0	1
5.238	0	0	1
5.24	0	0	1
5.242	0	0	1
5.244	0	0	1
5.246	0	0	1
5.248	0	0	1
5.25	0	0	1
5.252	0	0	1
5.254	0	0	1
5.256	0	0	1
5.258	0	0	1
5.26	0	0	1
5.262	0	0	1
5.264	0	0	1
5.266	0	0	1
5.268	0	0	1
5.27	0	0	1
5.272	0	0	1
5.274	0	0	1
5.276	0	0	1
5.278	0	0	1
5.28	0	0	1
5.282	0	0	1
5.284	0	0	1
5.286	0	0	1
5.288	0	0	1
5.29	0	0	1
5.292	0	0	1
5.294	0	0	1
5.296	0	0	1
5.298	0	0	1
5.3	0	0	1
5.302	0	0	1
5.304	0	0	1
5.306	0	0	1
5.308	0	0	1
5.31	0	0	1
5.312	0	0	1
5.314	0	0	1
5.316	0	0	1
5.318	0	0	1
5.32	0	0	1
5.322	0	0	1
5.324	0	0	1
5.326	0	0	1
5.328	0	0	1
5.33	0	0	1
5.332	0	0	1
5.334	0	0	1
5.336	0	0	1
5.338	0	0	1
5.34	0	0	1
5.342	0	0	1
5.344	0	0	1
5.346	0	0	1
5.348	0	0	1
5.35	0	0	1
5.352	0	0	1
5.354	0	0	1
5.356	0	0	1
5.358	0	0	1
5.36	0	0	1
5.362	0	0	1
5.364	0	0	1
5.366	0	0	1
5.368	0	0	1
5.37	0	0	1
5.372	0	0	1
5.374	0	0	1
5.376	0	0	1
5.378	0	0	1
5.38	0	0	1
5.382	0	0	1
5.384	0	0	1
5.386	0	0	1
5.388	0	0	1
5.39	0	0	1
5.392	0	0	1
5.394	0	0	1
5.396	0	0	1
5.398	0	0	1
5.4	0	0	1
5.402	0	0	1
5.404	0	0	1
5.406	0	0	1
5.408	0	0	1
5.41	0	0	1
5.412	0	0	1
5.414	0	0	1
5.416	0	0	1
5.418	0	0	1
5.42	0	0	1
5.422	0	0	1
5.424	0	0	1
5.426	0	0	1
5.428	0	0	1
5.43	0	0	1
5.432	0	0	1
5.434	0	0	1
5.436	0	0	1
5.438	0	0	1
5.44	0	0	1
5.442	0	0	1
5.444	0	0	1
5.446	0	0	1
5.448	0	0	1
5.45	0	0	1
5.452	0	0	1
5.454	0	0	1
5.456	0	0	1
5.458	0	0	1
5.46	0	0	1
5.462	0	0	1
5.464	0	0	1
5.466	0	0	1
5.468	0	0	1
5.47	0	0	1
5.472	0	0	1
5.474	0	0	1
5.476	0	0	1
5.478	0	0	1
5.48	0	0	1
5.482	0	0	1
5.484	0	0	1
5.486	0	0	1
5.488	0	0	1
5.49	0	0	1
5.492	0	0	1
5.494	0	0	1
5.496	0	0	1
5.498	0	0	1
